"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","spfh2m","pressfc","tcdcclm"
"2020-09-10 00:00:00",1,293.5,9.999e+20,9.999e+20,9.999e+20,99.1,-1.25,-0.96,0.015319999,97052.65,9.999e+20
"2020-09-10 06:00:00",1,293.6,415,0,1e-04,99.200005,-1.35,-1.1899999,0.0154099995,97040.27,94
"2020-09-10 12:00:00",1,293.6,412,2,3.6e-05,98.8,-1.65,-0.77,0.01536,97005.2,90
"2020-09-10 18:00:00",1,295.9,420,67,5.2e-05,95.3,-1.11,-0.65,0.017099999,96954.69,99
"2020-09-11 00:00:00",1,295,405,351,9e-05,94.200005,-0.78999996,-0.97999996,0.01596,96731.27,22
"2020-09-11 06:00:00",1,293.4,381,0,7e-05,97.4,-1.55,0.37,0.01495,96685.06,1
"2020-09-11 12:00:00",1,293.30002,372,9,0,97.8,-1.43,0.56,0.01493,96720.71,1
"2020-09-11 18:00:00",1,300.6,398,566,9.7e-05,76.3,-1.4599999,-2.1699998,0.01818,96586.37,16
"2020-09-12 00:00:00",1,294.80002,393,409,0.00047,96.700005,-0.94,-2.28,0.01626,96596.35,3
"2020-09-12 06:00:00",1,293.2,407,0,0.000245,97.9,-1.7099999,-2.56,0.014839999,96636.37,77
"2020-09-12 12:00:00",1,291.7,408,0,0.000261,98.5,-1.5999999,-1.86,0.01358,96717.805,99
"2020-09-12 18:00:00",1,293,408,64,0.000168,98,-0.66999996,-2.11,0.01468,96741.19,96
"2020-09-13 00:00:00",1,292.30002,410,20,0.000106,98.700005,-1.0699999,-1.68,0.01419,96679.95,97
"2020-09-13 06:00:00",1,292.80002,410,0,6.7e-05,99,0.55,-0.91999996,0.014699999,96592.414,97
"2020-09-13 12:00:00",1,293.80002,411,5,3.3e-05,99,1.4599999,0.049999997,0.01563,96567.414,89
"2020-09-13 18:00:00",1,302.30002,411,428,8e-06,57.4,1.81,1.79,0.01511,96509.18,64
"2020-09-14 00:00:00",1,295,399,381,8.4e-05,94,-1.1,0.84,0.01599,96462.71,26
"2020-09-14 06:00:00",1,293.5,390,0,2.6e-05,97.8,-1.4,1.1999999,0.01521,96568.125,54
"2020-09-14 12:00:00",1,292.6,393,4,0.000106,98,-1.5999999,0.78999996,0.01438,96730.75,83
"2020-09-14 18:00:00",1,301.2,384,531,8e-06,51.8,-0.96,-1.64,0.01275,96797.6,66
"2020-09-15 00:00:00",1,294.2,378,391,5e-06,77.1,-0.17999999,-1.74,0.012449999,96836.12,15
"2020-09-15 06:00:00",1,287.80002,365,0,2e-06,91.5,-1.8299999,-0.08,0.0098,97147.71,55
"2020-09-15 12:00:00",1,284.5,299,8,0,84.6,-1.76,-0.53,0.0072999997,97395.016,1
"2020-09-15 18:00:00",1,295.30002,296,637,0,33.8,-1.0799999,-2.08,0.0058299997,97219.1,0
"2020-09-16 00:00:00",1,286.30002,305,431,0,66.200005,0.58,-1.75,0.0064399997,97121.19,0
"2020-09-16 06:00:00",1,279.4,283,0,0,92.9,0.7,0.14,0.00567,97096.52,0
"2020-09-16 12:00:00",1,283.80002,285,8,0,81,0.31,1.63,0.00667,96960.96,0
"2020-09-16 18:00:00",1,300.9,324,624,0,38.9,-2.12,1.09,0.00943,96657.36,0
"2020-09-17 00:00:00",1,288.80002,357,413,0,88.9,-0.47,0.099999994,0.01022,96569.375,1
"2020-09-17 06:00:00",1,289.5,335,0,0,93.1,-1.22,1.81,0.0112,96598.56,0
"2020-09-17 12:00:00",1,289.6,329,7,0,96.6,-1.36,1.87,0.011659999,96705.29,1
"2020-09-17 18:00:00",1,302.4,349,603,0,37.5,-1.8199999,0.14999999,0.00991,96660.23,43
"2020-09-18 00:00:00",1,291.4,378,347,0,82.200005,-1.06,-0.13,0.0111299995,96663.43,81
"2020-09-18 06:00:00",1,290,349,0,0,84.6,-1.76,-0.78,0.01045,97038.6,45
"2020-09-18 12:00:00",1,288.7,338,6,0,97.700005,-0.82,-1.63,0.01112,97341.695,52
"2020-09-18 18:00:00",1,294.2,384,278,1.4e-05,72.4,0.39,-2.47,0.01157,97550.99,93
"2020-09-19 00:00:00",1,291.76297,395,130,8e-06,75.5,0.26999998,-1.56,0.0103899995,97549.12,93
"2020-09-19 06:00:00",1,287.2,352,0,0,87.9,0.26,-1.0799999,0.009,97649.02,81
"2020-09-19 12:00:00",1,288.1,354,4,1e-06,88.9,0.35999998,-0.32999998,0.00969,97683.44,73
"2020-09-19 18:00:00",1,299.1,366,510,0,50.600002,1.93,0.31,0.01093,97540.86,58
"2020-09-20 00:00:00",1,292.7,380,323,0,77.4,1.8299999,-0.12,0.01132,97289.16,29
"2020-09-20 06:00:00",1,289.6,351,0,0,91.5,1.0799999,1.43,0.01101,97240.33,1
"2020-09-20 12:00:00",1,290.2,351,6,0,88.200005,-0.24,1.53,0.01103,97159.99,5
"2020-09-20 18:00:00",1,303.30002,390,444,0,44.100002,-0.59999996,1.37,0.0123,96942.98,40
"2020-09-21 00:00:00",1,294.2,404,344,2.6e-05,80,-0.21,0.65999997,0.01286,96749.305,25
"2020-09-21 06:00:00",1,290.6,380,0,2e-06,91.700005,0.29999998,0.84999996,0.011779999,96665.89,18
"2020-09-21 12:00:00",1,292.1,362,6,0,91.6,-0.32,0.85999995,0.01297,96689.234,2
"2020-09-21 18:00:00",1,303.2,390,532,4.3e-05,52,1.03,0.31,0.014389999,96574.77,11
"2020-09-22 00:00:00",1,294.7,406,296,5.3e-05,85.4,1.53,-0.25,0.01425,96461.3,26
"2020-09-22 06:00:00",1,292,373,0,0,94.3,0.81,1.27,0.01334,96468.56,1
"2020-09-22 12:00:00",1,292,363,6,0,93.8,-0.77,1.3199999,0.01328,96456.586,1
"2020-09-22 18:00:00",1,303.30002,382,556,0,47.3,-2.6499999,1.3399999,0.01322,96317.15,6
"2020-09-23 00:00:00",1,296.80002,397,354,1e-05,71.1,-1.9,0.96,0.013499999,96201.086,8
"2020-09-23 06:00:00",1,291.9,364,0,9e-06,95.9,-1.5,0.84,0.0134499995,96237.43,4
"2020-09-23 12:00:00",1,291.2,357,6,0,97.8,-1.55,0.75,0.013119999,96292.94,22
"2020-09-23 18:00:00",1,299.6,355,570,3e-06,46.3,-4.33,-0.55,0.010489999,96202.695,12
"2020-09-24 00:00:00",1,293.4,352,377,0,63.9,-2.62,0.47,0.00987,96255.164,3
"2020-09-24 06:00:00",1,287.1,319,0,0,92.200005,-1.6899999,1.24,0.00955,96285.055,2
"2020-09-24 12:00:00",1,286,298,6,0,89.700005,-2.1699998,1.63,0.00864,96328.18,6
"2020-09-24 18:00:00",1,297.5,300,609,0,28.9,-4.36,0.26999998,0.00574,96255.35,2
"2020-09-25 00:00:00",1,290.4,315,389,0,51.3,-1.92,0.9,0.0065699997,96332.48,2
"2020-09-25 06:00:00",1,284,291,0,0,81.200005,-1.3299999,1.22,0.00683,96454.21,3
"2020-09-25 12:00:00",1,282.80002,280,5,0,85.9,-1.37,0.98999995,0.00664,96526.805,21
"2020-09-25 18:00:00",1,297.7,304,565,0,18.6,-1.61,-1.24,0.0037399998,96421.64,61
"2020-09-26 00:00:00",1,285.2,332,297,0,57.8,0.08,-1.4399999,0.0052,96408.51,77
"2020-09-10 00:00:00",2,293.30002,9.999e+20,9.999e+20,9.999e+20,99.9,-1.8199999,-0.64,0.015269999,96975.83,9.999e+20
"2020-09-10 06:00:00",2,293.5,416,0,0.000101,99,-1.4699999,-1.03,0.01528,96955.93,99
"2020-09-10 12:00:00",2,293.5,412,4,5.3e-05,98.9,-1.5899999,-0.83,0.015319999,96908.086,89
"2020-09-10 18:00:00",2,296.6,418,88,4.3e-05,91,-0.39999998,-0.9,0.01701,96882.56,96
"2020-09-11 00:00:00",2,295.2,413,271,0.00013,92.4,-1.27,-0.68,0.015859999,96655.85,42
"2020-09-11 06:00:00",2,293.30002,381,0,5.8e-05,97.700005,-1.24,0.84999996,0.0149799995,96596.27,2
"2020-09-11 12:00:00",2,293.30002,374,8,0,98.200005,-1.4699999,0.82,0.015029999,96604.586,1
"2020-09-11 18:00:00",2,300.4,396,527,6.8e-05,73.5,-1.6999999,-1.92,0.01736,96516.21,22
"2020-09-12 00:00:00",2,294.7,401,365,0.000329,94.700005,-0.45,-2.3,0.01581,96531.21,19
"2020-09-12 06:00:00",2,292,388,0,2e-05,96.6,-1.9499999,-1.99,0.01366,96624.5,43
"2020-09-12 12:00:00",2,289.80002,399,0,8.4e-05,97.200005,-1.9,-0.96999997,0.01188,96713.75,97
"2020-09-12 18:00:00",2,290.4,396,25,0.000159,98.1,-1.86,-1.15,0.012519999,96769.94,99
"2020-09-13 00:00:00",2,290.80002,400,28,7.4999996e-05,98,-0.93,-2.29,0.012809999,96663.1,96
"2020-09-13 06:00:00",2,290.6,402,0,9.9e-05,98.8,-0.96,-0.59999996,0.0127799995,96571.87,98
"2020-09-13 12:00:00",2,291.80002,400,2,2.6e-05,97.200005,-0.26,-0.16,0.01351,96541.125,93
"2020-09-13 18:00:00",2,301.5,401,455,2e-06,58.9,1.43,1.65,0.014839999,96471.52,54
"2020-09-14 00:00:00",2,294.9,407,346,4e-05,94.200005,-0.65999997,1.26,0.01597,96360.54,33
"2020-09-14 06:00:00",2,293.2,390,0,0.000254,97.9,-1.16,1.49,0.01495,96465.15,67
"2020-09-14 12:00:00",2,292.1,379,4,8e-06,97.8,-1.5999999,1.06,0.0138799995,96595.234,50
"2020-09-14 18:00:00",2,302.7,383,570,4e-06,46.7,-1.4399999,-0.44,0.012619999,96621.99,20
"2020-09-15 00:00:00",2,291.5,384,384,3e-06,92.700005,0.04,-0.71,0.01272,96625.27,36
"2020-09-15 06:00:00",2,290.80002,398,0,5.6e-05,95.9,-1.41,-1.15,0.012519999,96969.56,87
"2020-09-15 12:00:00",2,284.9,335,8,3e-06,94.4,-1.73,-0.14,0.00835,97131.18,39
"2020-09-15 18:00:00",2,296.2,298,640,0,31.800001,-1.23,-2.45,0.00579,97019.76,0
"2020-09-16 00:00:00",2,286.2,309,432,0,73.4,0.03,-1.66,0.0071199997,96910.7,0
"2020-09-16 06:00:00",2,279.7,287,0,0,92.8,0.32999998,-0.06,0.0058,96881.7,0
"2020-09-16 12:00:00",2,283.9,278,8,0,86.3,0.01,1.25,0.00719,96873.01,1
"2020-09-16 18:00:00",2,303.30002,321,626,0,40.600002,-0.26,0.25,0.01136,96471.7,3
"2020-09-17 00:00:00",2,294.5,392,331,1e-06,71.200005,1.42,1.36,0.01174,96444.19,76
"2020-09-17 06:00:00",2,290.1,352,0,0,95.3,-0.48999998,2.1299999,0.01196,96224.81,54
"2020-09-17 12:00:00",2,290,331,7,0,94.6,-0.79999995,2.35,0.01176,96380.445,8
"2020-09-17 18:00:00",2,301.7,352,606,0,41.3,-2.83,2.11,0.010559999,96326.18,1
"2020-09-18 00:00:00",2,294.5,366,402,0,66.200005,-1.9699999,1.56,0.0109,96451.63,0
"2020-09-18 06:00:00",2,289.5,344,0,0,88.200005,-1.79,-1.01,0.01055,96883.34,1
"2020-09-18 12:00:00",2,287.1,345,6,0,74,-0.69,-1.81,0.0075499997,97258.22,33
"2020-09-18 18:00:00",2,295.1,344,465,0,44.8,1.05,-1.75,0.00758,97350.875,39
"2020-09-19 00:00:00",2,289.4,334,396,0,75.700005,1.23,-1.24,0.008959999,97345.18,3
"2020-09-19 06:00:00",2,284.9,320,0,0,97.5,1.12,-0.11,0.0086199995,97524.695,4
"2020-09-19 12:00:00",2,287.4,333,5,1e-06,96.5,0.63,1.09,0.0101,97386.34,25
"2020-09-19 18:00:00",2,302.1,351,579,0,45.9,1.3199999,0.64,0.01179,97391.03,11
"2020-09-20 00:00:00",2,293.4,370,388,0,82.5,1.81,-0.19,0.01263,97269.62,3
"2020-09-20 06:00:00",2,290.1,349,0,0,96,0.57,1.56,0.01193,97316.44,1
"2020-09-20 12:00:00",2,289.1,339,6,0,95.8,0.03,0.59,0.01114,97390.24,1
"2020-09-20 18:00:00",2,305,360,590,0,39,0.14999999,0.03,0.011949999,97129.086,4
"2020-09-21 00:00:00",2,292.4,377,377,0,73.700005,1.22,-0.28,0.010489999,97078.33,14
"2020-09-21 06:00:00",2,288.80002,345,0,0,92.200005,1.05,0.90999997,0.01058,96895.414,2
"2020-09-21 12:00:00",2,289.7,337,6,0,92.4,-0.31,1.22,0.01119,97013.195,1
"2020-09-21 18:00:00",2,304.80002,360,591,0,36.100002,0.56,0.47,0.01098,96773.24,2
"2020-09-22 00:00:00",2,292.6,379,353,0,70.8,1.4499999,0.37,0.01026,96523.72,15
"2020-09-22 06:00:00",2,290.1,344,0,0,79.8,0.35,1.67,0.01002,96583.49,2
"2020-09-22 12:00:00",2,289.9,335,6,0,80.9,-0.69,1.4499999,0.00997,96531.516,2
"2020-09-22 18:00:00",2,306,354,592,0,32.100002,-0.16,0.29999998,0.01047,96544.91,1
"2020-09-23 00:00:00",2,292,369,382,0,73.1,0.97999996,-0.26,0.01016,96315.59,1
"2020-09-23 06:00:00",2,287.7,343,0,0,91.3,0.25,0.41,0.00979,96534.25,1
"2020-09-23 12:00:00",2,289.7,334,6,0,89.1,-1.1899999,-1.16,0.01089,96531.4,1
"2020-09-23 18:00:00",2,301,352,585,0,46.100002,0.59,-4.15,0.0112499995,96582.65,2
"2020-09-24 00:00:00",2,295.2,369,369,0,71.700005,-0.29999998,-2.97,0.01234,96591.58,8
"2020-09-24 06:00:00",2,291.7,386,0,1e-05,92.1,-1.5799999,-2.84,0.01275,96642.016,72
"2020-09-24 12:00:00",2,290.30002,392,1,4.7e-05,96,-2.46,-2.44,0.0122,96520.96,99
"2020-09-24 18:00:00",2,291.6,398,37,0.000142,97,-2.31,-2.87,0.0134,96401.15,100
"2020-09-25 00:00:00",2,292.5,401,41,0.000359,98.1,-1.5699999,-3.54,0.01432,96289.4,99
"2020-09-25 06:00:00",2,292.5,404,0,0.000456,97.4,-1.35,-4.81,0.01437,95726.12,99
"2020-09-25 12:00:00",2,292.7,407,1,0.000979,97.1,-3.4299998,-5.5899997,0.014509999,95377.305,100
"2020-09-25 18:00:00",2,293.6,407,36,0.002618,96.5,-4.22,-8.24,0.01554,93810.555,100
"2020-09-26 00:00:00",2,293.5,415,19,0.003045,96.200005,-6.96,0.53,0.01552,92892.68,100
"2020-09-10 00:00:00",3,293.5,9.999e+20,9.999e+20,9.999e+20,97.6,-1.76,-0.76,0.015029999,97053.52,9.999e+20
"2020-09-10 06:00:00",3,293.30002,414,0,0.000116,99.200005,-1.4,-1.0699999,0.01512,96961.41,99
"2020-09-10 12:00:00",3,293.4,413,1,0.00014999999,99,-1.63,-1.42,0.01523,96979.94,98
"2020-09-10 18:00:00",3,296,420,83,5.2e-05,95.200005,-1.4,-0.77,0.01714,96922.52,97
"2020-09-11 00:00:00",3,295.30002,417,204,1.5e-05,93,-0.95,-1.22,0.016099999,96752.4,64
"2020-09-11 06:00:00",3,292.4,381,0,1.5e-05,98.700005,-1.22,-0.22999999,0.01428,96706.33,11
"2020-09-11 12:00:00",3,293.80002,377,8,0,98.8,-1.24,0.68,0.01557,96698.44,9
"2020-09-11 18:00:00",3,300,398,570,0.000155,83.1,-0.68,-1.79,0.01908,96589.86,18
"2020-09-12 00:00:00",3,294.7,395,392,0.000518,97.3,-1.2099999,-2.45,0.01623,96582.99,8
"2020-09-12 06:00:00",3,293.80002,417,0,0.000223,98.4,-0.76,-2.46,0.01554,96609.89,94
"2020-09-12 12:00:00",3,293.2,413,0,1e-04,98.700005,-1.01,-2.1,0.01499,96684.43,98
"2020-09-12 18:00:00",3,294.4,415,66,0.000226,97.8,-0.53,-2.06,0.01602,96740.28,97
"2020-09-13 00:00:00",3,293.2,416,67,9e-05,98.200005,-0.61,-2.21,0.01492,96655.586,91
"2020-09-13 06:00:00",3,292.9,411,0,7e-05,99,0.07,-1.11,0.01474,96600.33,97
"2020-09-13 12:00:00",3,293.7,412,3,4.9e-05,98.6,1.4399999,-0.24,0.015509999,96563.14,94
"2020-09-13 18:00:00",3,301.2,414,324,1e-05,60.7,1.9499999,1.61,0.01499,96499.695,72
"2020-09-14 00:00:00",3,294.9,401,368,4.2e-05,92,-0.07,1.3399999,0.01562,96439.54,19
"2020-09-14 06:00:00",3,293.7,388,0,2.9e-05,96.5,-1.31,1.25,0.01516,96498.305,53
"2020-09-14 12:00:00",3,293,397,3,6e-05,98,-1.5,0.90999997,0.014699999,96595.336,93
"2020-09-14 18:00:00",3,298.7,383,547,0.000113,72.1,-1.4,-1.56,0.01535,96611.06,36
"2020-09-15 00:00:00",3,293.2,380,393,5.5e-05,84.5,-0.5,-1.3399999,0.01286,96650.75,57
"2020-09-15 06:00:00",3,289.80002,385,0,1.2e-05,95.5,-1.88,-0.06,0.01165,96972.6,81
"2020-09-15 12:00:00",3,284.4,306,8,0,90.3,-1.9799999,-0.96,0.0077199996,97329.74,1
"2020-09-15 18:00:00",3,294,295,636,0,37.600002,-1.56,-2.56,0.00599,97195.96,1
"2020-09-16 00:00:00",3,285.7,301,432,0,65,-0.06,-1.89,0.0060799997,97166.71,1
"2020-09-16 06:00:00",3,277.4,273,0,0,92.8,-0.31,-0.32,0.00493,97272.74,1
"2020-09-16 12:00:00",3,281.80002,265,9,0,87.6,-0.61,0.32999998,0.0063099996,97244.85,0
"2020-09-16 18:00:00",3,300.7,297,636,0,29.4,0.45999998,-0.13,0.00701,97072.805,0
"2020-09-17 00:00:00",3,289.5,328,420,0,57.3,2.08,-0.21,0.0068699997,96903.836,1
"2020-09-17 06:00:00",3,287,312,0,0,67.9,0.19,2.06,0.0069199996,96903.79,0
"2020-09-17 12:00:00",3,288.80002,316,8,0,83.4,-1.0799999,1.73,0.00955,96959.49,0
"2020-09-17 18:00:00",3,303.6,354,607,0,38.7,-0.28,1.63,0.01097,96838.27,1
"2020-09-18 00:00:00",3,292.30002,377,398,0,88.4,-0.13,1.55,0.01268,96779.18,13
"2020-09-18 06:00:00",3,290.6,352,0,0,89.4,-0.65,1.61,0.0114899995,96859.055,9
"2020-09-18 12:00:00",3,290.5,344,7,0,92.4,-0.87,1.29,0.01182,96811.08,14
"2020-09-18 18:00:00",3,302.7,367,590,1e-06,42,2.49,0.68,0.011279999,96666.62,21
"2020-09-19 00:00:00",3,292.30002,376,348,1.3e-05,75.1,1.37,0.5,0.01064,96504.2,34
"2020-09-19 06:00:00",3,290,352,0,4e-06,81.3,0.59,1.5999999,0.010079999,96610.07,79
"2020-09-19 12:00:00",3,289.9,374,2,6.4e-05,94.8,0.32999998,1.29,0.011709999,96495.43,95
"2020-09-19 18:00:00",3,295.6,383,256,4.2e-05,72.4,1.5799999,2.19,0.012759999,96523.82,99
"2020-09-20 00:00:00",3,292,390,143,7e-06,87.3,-1.06,1.3399999,0.0123499995,96591.94,96
"2020-09-20 06:00:00",3,288.4,346,0,4e-06,96.6,-1.77,-0.19999999,0.01078,96877.96,75
"2020-09-20 12:00:00",3,286.30002,367,2,3.3e-05,96.1,-0.41,-1.8199999,0.00938,97109.15,76
"2020-09-20 18:00:00",3,290.30002,366,205,1.8e-05,69.9,-0.42,-1.36,0.00881,97052.23,87
"2020-09-21 00:00:00",3,287.6,334,347,0,91,0.96,-1.1899999,0.00964,96994.234,15
"2020-09-21 06:00:00",3,284.7,327,0,0,93.200005,0.65999997,-0.34,0.00816,97024.555,24
"2020-09-21 12:00:00",3,285.2,324,6,0,98.6,-0.16,1.12,0.00893,97143.96,31
