"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","spfh2m","pressfc","tcdcclm"
"2020-09-10 06:00:00",1,293.80002,9.999e+20,9.999e+20,9.999e+20,99.8,-1.12,-1.28,0.01572,97067.62,9.999e+20
"2020-09-10 12:00:00",1,293.6,417,2,3.9e-05,98.9,-1.35,-0.79999995,0.01538,97002.06,93
"2020-09-10 18:00:00",1,296.1,419,96,4.8e-05,92.8,-1.03,-0.82,0.016789999,96982.63,97
"2020-09-11 00:00:00",1,295.2,407,292,4e-06,88.1,-0.81,-1.3199999,0.01517,96739.836,32
"2020-09-11 06:00:00",1,294,395,0,3e-06,97.8,-1.61,0.21,0.015579999,96714.25,36
"2020-09-11 12:00:00",1,293.6,378,8,0,96.200005,-1.56,0.48999998,0.014939999,96700.82,14
"2020-09-11 18:00:00",1,299.80002,393,576,0.000172,84.1,-1.64,-2.1299999,0.01911,96591.35,11
"2020-09-12 00:00:00",1,295,396,397,0.000454,96.3,-1.14,-2.24,0.01639,96579.12,9
"2020-09-12 06:00:00",1,293.2,409,0,2e-04,97.8,-1.8399999,-2.44,0.01483,96627.54,78
"2020-09-12 12:00:00",1,291.9,408,0,0.000144,98.6,-1.7099999,-1.4399999,0.01385,96692.69,99
"2020-09-12 18:00:00",1,292.7,406,35,0.000147,98.1,-1.5799999,-2.1299999,0.0144,96741.836,98
"2020-09-13 00:00:00",1,292.5,411,53,8.2e-05,98.5,-1.31,-1.6899999,0.014339999,96661.37,96
"2020-09-13 06:00:00",1,292.9,411,0,7.3e-05,98.8,0.25,-1.05,0.014769999,96622.15,98
"2020-09-13 12:00:00",1,293.80002,412,1,4.3e-05,98.4,1.35,-0.099999994,0.015509999,96605.41,94
"2020-09-13 18:00:00",1,301.6,422,315,1.3e-05,62.2,1.64,1.73,0.01573,96573.82,85
"2020-09-14 00:00:00",1,294.9,408,338,8.9e-05,94.4,-0.79999995,1.05,0.01599,96502.93,35
"2020-09-14 06:00:00",1,293.5,388,0,1.6e-05,98.200005,-1.41,1.2099999,0.015249999,96574.24,51
"2020-09-14 12:00:00",1,292.30002,369,8,3e-06,97.8,-1.4599999,1.01,0.01402,96691.27,16
"2020-09-14 18:00:00",1,298.7,381,566,8.2e-05,75.9,-0.91999996,-1.76,0.01615,96738.25,31
"2020-09-15 00:00:00",1,293.5,377,397,0.000135,84.6,0.42999998,-2,0.01309,96779.2,45
"2020-09-15 06:00:00",1,288.2,356,0,0,89.3,-1.9,0.37,0.00986,97024.39,35
"2020-09-15 12:00:00",1,285.7,309,8,0,86,-1.8399999,-0.89,0.00801,97286.46,0
"2020-09-15 18:00:00",1,296.30002,308,629,0,37.8,-0.96999997,-2.08,0.00691,97149.73,0
"2020-09-16 00:00:00",1,287.30002,314,426,0,65.1,0.59,-1.87,0.00677,97123.79,0
"2020-09-16 06:00:00",1,279.7,290,0,0,93.5,0.11,-0.56,0.00582,97171.414,0
"2020-09-16 12:00:00",1,284.2,289,8,0,85.5,0.48999998,1.03,0.00722,97094.71,0
"2020-09-16 18:00:00",1,302.6,327,619,0,41.600002,0.02,0.31,0.01115,96828.21,0
"2020-09-17 00:00:00",1,292.7,368,389,0,72.1,1.9399999,-0.17,0.01059,96705.74,13
"2020-09-17 06:00:00",1,288.80002,344,0,0,94.6,0.07,1.8299999,0.01086,96690.12,7
"2020-09-17 12:00:00",1,289.80002,334,7,0,92.3,-1.1899999,1.55,0.01133,96742.5,12
"2020-09-17 18:00:00",1,304.4,360,593,7e-06,40.9,-0.48,-0.04,0.01217,96621.13,39
"2020-09-18 00:00:00",1,292.2,401,195,3e-06,73.9,0.78999996,0.14999999,0.01058,96569.94,90
"2020-09-18 06:00:00",1,289.2,365,0,0,92.200005,-0.32,1.29,0.010849999,96653.12,80
"2020-09-18 12:00:00",1,290.6,357,6,0,89.200005,-1.28,0.59999996,0.0114899995,96899.65,74
"2020-09-18 18:00:00",1,302.6,366,572,9e-06,42.100002,1.26,-0.83,0.01119,96908.97,9
"2020-09-19 00:00:00",1,294.2,383,319,4e-06,72.6,1.76,-0.72999996,0.011709999,96850.1,19
"2020-09-19 06:00:00",1,289.2,350,0,0,94.4,1.22,0.55,0.01112,96936.73,2
"2020-09-19 12:00:00",1,289.7,337,7,0,93.5,0.37,1.4399999,0.01136,96955.875,0
"2020-09-19 18:00:00",1,302.80002,359,593,1e-06,40.5,1.65,0.77,0.010989999,96781.87,2
"2020-09-20 00:00:00",1,295.6,394,318,1e-06,68.700005,0.74,1.5799999,0.01208,96608.625,32
"2020-09-20 06:00:00",1,292,367,0,0,87.1,-0.34,1.6999999,0.01227,96629.99,11
"2020-09-20 12:00:00",1,291.80002,373,6,0,91.9,-1.04,1.28,0.012809999,96657.73,33
"2020-09-20 18:00:00",1,298.4,379,531,8e-05,72.5,-1.04,-2.09,0.01502,96749.42,16
"2020-09-21 00:00:00",1,291.4,382,339,0.000141,94.8,-0.26999998,-2.59,0.01286,96950.95,34
"2020-09-21 06:00:00",1,287,379,0,3.7e-05,95.8,-0.78999996,-1.76,0.00974,97131.43,85
"2020-09-21 12:00:00",1,285.80002,368,2,2.3e-05,97.3,-1.06,-1.29,0.00914,97278.31,84
"2020-09-21 18:00:00",1,291.30002,373,189,2.2e-05,79.700005,-0.35,-1.93,0.01065,97293.19,81
"2020-09-22 00:00:00",1,290.4,369,265,3e-06,81,0.14999999,-1.5,0.010249999,97207.27,55
"2020-09-22 06:00:00",1,287.4,377,0,1.6e-05,95.9,-0.26999998,-1.13,0.01002,97288.586,88
"2020-09-22 12:00:00",1,285.4,318,6,1e-06,98,-0.63,-0.79999995,0.00895,97300.93,22
"2020-09-22 18:00:00",1,298,332,567,0,50.7,1.41,-1.1,0.010249999,97188.19,17
"2020-09-23 00:00:00",1,290.1,352,352,0,94.200005,0.71,-1.5,0.011729999,97122.37,12
"2020-09-23 06:00:00",1,287.4,335,0,5e-06,98.8,-0.11,0.22,0.010369999,97132.83,18
"2020-09-23 12:00:00",1,287.1,345,6,5e-06,98.5,-0.93,0.28,0.01014,97097.055,36
"2020-09-23 18:00:00",1,302.9,344,584,0,41.7,0.51,-0.74,0.01129,97001.6,5
"2020-09-24 00:00:00",1,292,359,379,0,78.200005,1.51,-0.81,0.0109399995,96914.43,2
"2020-09-24 06:00:00",1,287.2,337,0,0,94,0.72999996,0.77,0.00969,96998.48,1
"2020-09-24 12:00:00",1,288.30002,330,6,0,95.200005,-0.97999996,0.28,0.01057,97060.984,1
"2020-09-24 18:00:00",1,301.30002,349,583,0,41.100002,0.59,-2.69,0.010179999,96916.766,1
"2020-09-25 00:00:00",1,293.1,361,371,0,73,0.90999997,-1.88,0.01101,96896.12,16
"2020-09-25 06:00:00",1,286.6,340,0,0,97.9,-0.049999997,-0.77,0.009769999,96874.95,58
"2020-09-25 12:00:00",1,286.7,326,5,0,99.3,-0.21,-0.34,0.009939999,96710.195,60
"2020-09-25 18:00:00",1,301.9,352,551,0,43.7,0.78999996,-0.78,0.01127,96367.164,49
"2020-09-26 00:00:00",1,291.80002,374,339,1e-06,72.9,1.0699999,-0.53,0.01021,96136.05,24
"2020-09-26 06:00:00",1,288.2,360,0,0,92.5,1.2099999,0.44,0.0102699995,95984.63,46
"2020-09-10 06:00:00",2,293.5,9.999e+20,9.999e+20,9.999e+20,98.9,-1.16,-0.96999997,0.01523,97059.29,9.999e+20
"2020-09-10 12:00:00",2,293.30002,412,5,2.3e-05,98.700005,-1.35,-0.74,0.01504,97045.7,89
"2020-09-10 18:00:00",2,298,413,197,2.2e-05,78.3,-0.68,-0.91999996,0.01588,96956.95,85
"2020-09-11 00:00:00",2,294.5,411,247,3e-06,92.1,-1.1,-0.83,0.015129999,96743.68,43
"2020-09-11 06:00:00",2,293.5,383,0,0,95.9,-1.5799999,0.65,0.014819999,96717.586,15
"2020-09-11 12:00:00",2,293.30002,371,9,0,95.3,-1.64,0.78999996,0.01456,96720.75,2
"2020-09-11 18:00:00",2,300.1,389,591,0.000117,79.1,-1.38,-2.51,0.018269999,96597.016,7
"2020-09-12 00:00:00",2,295,398,379,2e-04,95.200005,-0.63,-2.2,0.01623,96587.15,13
"2020-09-12 06:00:00",2,292.4,395,0,8.3e-05,97.6,-1.8,-2.01,0.01411,96650.46,59
"2020-09-12 12:00:00",2,291,404,1,7.4e-05,98.1,-1.9399999,-1.79,0.01299,96688.26,96
"2020-09-12 18:00:00",2,291.1,400,20,0.00017,98.3,-1.86,-1.67,0.013069999,96802.27,98
"2020-09-13 00:00:00",2,291.7,403,39,8.2e-05,98.700005,-0.57,-1.24,0.01366,96664.14,96
