"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","spfh2m","pressfc","tcdcclm"
"2020-09-04 18:00:00",1,302.4,9.999e+20,9.999e+20,9.999e+20,52.5,-1.38,2.1399999,0.013929999,96491.01,9.999e+20
"2020-09-05 00:00:00",1,295.2,392,426,7.8e-05,86.9,-2.44,1.4499999,0.01499,96494.23,8
"2020-09-05 06:00:00",1,290.5,356,0,0,89.9,-2.31,1.76,0.0115,96800.27,11
"2020-09-05 12:00:00",1,286.9,309,11,0,84.5,-1.89,1.5,0.00856,97080.77,0
"2020-09-05 18:00:00",1,299.9,318,660,0,30.4,-1.43,-1.12,0.00691,97053.164,11
"2020-09-06 00:00:00",1,288.80002,336,459,0,65.9,-0.02,-1.25,0.0075399997,96974.65,24
"2020-09-06 06:00:00",1,283.4,312,0,0,90.5,-0.66999996,0.32,0.00728,97096.39,0
"2020-09-06 12:00:00",1,288.4,304,11,0,81.1,-0.84999996,0.57,0.00907,97069.555,0
"2020-09-06 18:00:00",1,300.80002,332,651,0,30.7,1.17,-1.8499999,0.00737,96896.055,0
"2020-09-07 00:00:00",1,292.6,346,454,0,59.7,1.9699999,-1.2099999,0.00873,96774.76,14
"2020-09-07 06:00:00",1,286.9,322,0,0,84.3,1.12,1.24,0.00854,96772.15,27
"2020-09-07 12:00:00",1,288.5,315,10,0,82.700005,-0.35,1.22,0.00933,96702.56,28
"2020-09-07 18:00:00",1,301.80002,341,640,0,33,2.08,-0.87,0.00842,96578.625,12
"2020-09-08 00:00:00",1,293.2,356,446,0,59.600002,1.8,-1.16,0.00906,96442.24,0
"2020-09-08 06:00:00",1,286.30002,329,0,0,90.8,0.75,0.97999996,0.00889,96597.016,0
"2020-09-08 12:00:00",1,289.80002,322,10,0,84.6,-0.98999995,-0.099999994,0.010369999,96722.96,0
"2020-09-08 18:00:00",1,301.30002,344,639,0,36.8,0.71,-3.04,0.00914,96753.164,0
"2020-09-09 00:00:00",1,293,351,447,0,65.6,0.64,-2.12,0.0098399995,96755.44,0
"2020-09-09 06:00:00",1,288.80002,335,0,0,96.700005,-1.3299999,-0.85999995,0.0111,96950.35,0
"2020-09-09 12:00:00",1,289.30002,343,10,1e-06,96.1,-1.65,-0.32999998,0.01138,97088.45,16
"2020-09-09 18:00:00",1,299.6,364,573,1e-06,57,0.049999997,-3,0.012739999,96999.414,13
"2020-09-10 00:00:00",1,293.80002,398,240,2e-06,89.6,-0.21,-1.86,0.01411,97000.83,44
"2020-09-10 06:00:00",1,292.30002,372,0,7e-06,97.1,-1.61,-1.12,0.0139,97029.6,23
"2020-09-10 12:00:00",1,291.80002,405,2,2.3e-05,98,-1.7199999,-0.42,0.01364,97023.43,97
"2020-09-10 18:00:00",1,299.2,403,375,9e-06,61.2,-0.82,-1.4399999,0.013409999,96897.086,69
"2020-09-11 00:00:00",1,294.5,394,356,3e-06,83.700005,0.35,-1.65,0.013789999,96704.164,19
"2020-09-11 06:00:00",1,289.9,375,0,1e-06,97.3,-1,0.12,0.01203,96657.96,21
"2020-09-11 12:00:00",1,292.2,357,9,0,93.9,-1.3299999,1,0.0134499995,96655.65,0
"2020-09-11 18:00:00",1,303.4,376,612,1.8e-05,43.100002,-0.95,-1.75,0.012089999,96498.25,5
"2020-09-12 00:00:00",1,297,402,374,1.2e-05,67.6,0.12,-1.99,0.01301,96419.54,35
"2020-09-12 06:00:00",1,292.30002,406,0,0.00012,97.5,-0.45999998,-2.29,0.014029999,96575.94,82
"2020-09-12 12:00:00",1,290.2,396,5,5.4e-05,96.9,-0.72999996,-1.65,0.01219,96714.44,88
"2020-09-12 18:00:00",1,296.6,396,268,7e-06,66.4,0.16,-2.1499999,0.01242,96661.9,89
"2020-09-13 00:00:00",1,293,398,213,4e-06,87.200005,0.17,-1.42,0.01306,96732.76,86
"2020-09-13 06:00:00",1,291.7,396,0,9.8e-05,98.8,0,-1.55,0.01365,96759.69,94
"2020-09-13 12:00:00",1,291.2,400,1,0.000121,99.1,0.17999999,-1.3199999,0.013309999,96784.195,99
"2020-09-13 18:00:00",1,294.1,407,88,6.6e-05,95,0.59999996,-1.1999999,0.015269999,96767.04,98
"2020-09-14 00:00:00",1,293.2,404,179,2.3e-05,96.6,0.90999997,-0.79999995,0.014649999,96623.21,85
"2020-09-14 06:00:00",1,292.4,382,0,2.8e-05,98,1.3199999,0.45,0.01418,96572.78,70
