"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","spfh2m","pressfc","tcdcclm"
"2020-09-09 06:00:00",1,292.5,9.999e+20,9.999e+20,9.999e+20,95.9,-1.35,-0.9,0.013959999,96906.75,9.999e+20
"2020-09-09 12:00:00",1,292,396,6,2.1e-05,97.200005,-1.88,-1.36,0.01364,97008.68,94
"2020-09-09 18:00:00",1,295.2,402,241,6.2e-05,86.1,-1.77,-2.74,0.01475,97081.52,98
"2020-09-10 00:00:00",1,292.5,409,123,7.4999996e-05,97.6,-1.63,-1.9399999,0.014169999,97034.62,93
"2020-09-10 06:00:00",1,291.7,409,0,7.6e-05,98.5,-1.99,-0.84,0.01356,97078.37,97
"2020-09-10 12:00:00",1,291.7,405,1,0.000208,98.8,-1.7099999,-0.26999998,0.01365,97036.06,93
"2020-09-10 18:00:00",1,294.4,413,76,5e-05,97.8,-1.5899999,-0.76,0.01594,96999.31,97
"2020-09-11 00:00:00",1,294.7,402,268,6.3e-05,96.1,-0.56,-1.49,0.01599,96788.82,33
"2020-09-11 06:00:00",1,291.4,377,0,0.000183,98.9,-1.09,-0.04,0.0134,96716.625,1
"2020-09-11 12:00:00",1,293.1,372,8,0,98.8,-1.49,0.63,0.01493,96708.58,2
"2020-09-11 18:00:00",1,299.5,391,573,0.000108,80.4,-1,-1.9,0.017959999,96608.99,27
"2020-09-12 00:00:00",1,294.80002,399,379,0.000423,96.3,-0.82,-1.9699999,0.01618,96599.695,20
"2020-09-12 06:00:00",1,293.4,401,0,0.000277,98.5,-1.28,-2.1599998,0.01519,96601.79,67
"2020-09-12 12:00:00",1,292.7,412,0,0.000163,98.8,-1.14,-1.75,0.01454,96665.98,99
"2020-09-12 18:00:00",1,293,409,21,0.000272,98.6,-1.18,-1.67,0.014839999,96677.805,99
"2020-09-13 00:00:00",1,292.9,410,47,8e-05,98.700005,-0.96999997,-1.5,0.01475,96605.49,93
"2020-09-13 06:00:00",1,293,411,0,0.00013,99.1,-0.14999999,-1.06,0.01492,96553.805,99
"2020-09-13 12:00:00",1,293.80002,416,2,3.9e-05,99,1.25,-0.14999999,0.01564,96492.84,96
"2020-09-13 18:00:00",1,300.30002,414,323,2e-05,69.5,2.53,2.3,0.01632,96434.24,87
"2020-09-14 00:00:00",1,295.80002,410,343,0.000139,92.5,1.39,1.05,0.01653,96343.766,45
"2020-09-14 06:00:00",1,294.1,394,0,0.000139,98.4,-0.58,1.6999999,0.01584,96399.36,63
"2020-09-14 12:00:00",1,293.30002,401,1,0.000364,98.200005,-1.48,-0.049999997,0.01505,96598.33,90
"2020-09-14 18:00:00",1,294.80002,401,71,0.000699,96.1,-0.14999999,-0.71999997,0.01612,96682.086,100
"2020-09-15 00:00:00",1,293.30002,381,281,1.9e-05,97.700005,0.89,-1.26,0.01493,96713.516,41
"2020-09-15 06:00:00",1,291,355,0,3.4e-05,98.8,-1.36,-0.74,0.01303,96912.555,9
"2020-09-15 12:00:00",1,290.5,368,5,4e-06,98.200005,-1.61,-2.02,0.01253,97145.65,50
"2020-09-15 18:00:00",1,297.2,351,543,2e-06,52.5,-0.31,-3.86,0.01012,97178.664,26
"2020-09-16 00:00:00",1,290.9,340,414,0,75.8,0.11,-2.49,0.0099,97219.766,1
"2020-09-16 06:00:00",1,286.7,320,0,5e-06,95.5,-1.15,-1.4599999,0.009509999,97327.71,27
"2020-09-16 12:00:00",1,288.1,382,1,5.2e-05,98.3,-0.31,-2.1599998,0.01071,97411.555,97
"2020-09-16 18:00:00",1,293.4,366,356,1.7e-05,62.3,0.29,-2.6,0.00955,97266.92,70
"2020-09-17 00:00:00",1,288.9,335,388,0,88.1,0.51,-1.86,0.010129999,97130.836,54
"2020-09-17 06:00:00",1,288,358,0,3e-06,94.200005,0.22999999,-0.74,0.010249999,97045.44,90
"2020-09-17 12:00:00",1,287.5,367,4,8e-06,97.200005,0.51,-0.37,0.01019,97131.03,92
"2020-09-17 18:00:00",1,299.4,361,518,0,51.4,1.15,0.31,0.0113699995,96957.86,56
"2020-09-18 00:00:00",1,292.7,377,356,0,75.5,1.53,-0.71999997,0.01108,96836.555,29
"2020-09-18 06:00:00",1,288.4,362,0,0,92.6,0.91999996,0.41,0.01038,96951.03,31
"2020-09-18 12:00:00",1,289.4,352,7,0,94.9,0.26,-0.52,0.011279999,96985.66,23
"2020-09-18 18:00:00",1,300.30002,362,585,0,47.2,2.04,-1.93,0.01097,96994.16,2
"2020-09-19 00:00:00",1,293.2,369,386,0,73.5,1.65,-1.15,0.01115,96917.84,12
"2020-09-19 06:00:00",1,287.4,342,0,0,95.4,1.16,-0.17999999,0.00997,96911.73,6
"2020-09-19 12:00:00",1,288.30002,330,7,0,97.1,1.1899999,0.19999999,0.01078,96791.71,15
"2020-09-19 18:00:00",1,300.30002,357,577,0,51.7,2.3899999,1.25,0.012089999,96443.914,6
