"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","spfh2m","pressfc","tcdcclm"
"2020-04-05 12:00:00",1,292.7,9.999e+20,9.999e+20,9.999e+20,77.700005,-0.049999997,-0.51,0.0109,101239.43,9.999e+20
"2020-04-05 18:00:00",1,296.5,383,304,9.4e-05,64.700005,2.33,-1.5699999,0.01136,101298.65,81
"2020-04-06 00:00:00",1,292.1,375,295,5.8999998e-05,84.4,0.71,-2.3799999,0.01141,101314.44,49
"2020-04-06 06:00:00",1,288.4,339,0,0,97.5,0.95,-0.25,0.01042,101437.17,4
"2020-04-06 12:00:00",1,289.5,333,10,0,97.5,-1.29,-0.97999996,0.011179999,101502.89,1
"2020-04-06 18:00:00",1,299.7,366,573,3e-06,44.100002,1.55,-2.49,0.0095,101470.15,25
"2020-04-07 00:00:00",1,295.2,385,392,0,59.600002,1.11,-2.25,0.00974,101399.23,37
"2020-04-07 06:00:00",1,290.6,351,0,0,83.6,2.4099998,-0.7,0.01029,101514.25,26
"2020-04-07 12:00:00",1,290.2,340,7,0,88.5,1.7199999,0.5,0.0106,101503.555,52
"2020-04-07 18:00:00",1,303.2,366,671,0,37.5,1.78,0.78,0.0099,101297.555,4
"2020-04-08 00:00:00",1,296.2,415,297,0,65.9,-0.26999998,1.14,0.01153,101085.33,65
"2020-04-08 06:00:00",1,292.1,366,0,0,83.200005,0.47,2.29,0.01134,101001.13,10
"2020-04-08 12:00:00",1,291.5,350,7,0,96,0.94,2.12,0.0125899995,100974.9,3
"2020-04-08 18:00:00",1,300.30002,399,445,2.3e-05,65.3,-0.59999996,4.23,0.01462,100867.664,40
"2020-04-09 00:00:00",1,298.7,411,379,2.8e-05,70.4,0.90999997,2.9199998,0.014389999,100696.87,43
"2020-04-09 06:00:00",1,294.5,380,0,0,93.8,0.81,3.1999998,0.0148,100706.48,27
"2020-04-09 12:00:00",1,294.30002,382,4,2e-06,93.1,-0.03,3.1699998,0.01447,100717.7,63
"2020-04-09 18:00:00",1,303.9,408,541,4.4e-05,45.7,-0.5,3.61,0.01265,100586.59,66
"2020-04-10 00:00:00",1,299.30002,410,464,3.6e-05,65.4,2.11,3.83,0.0138,100415.1,43
"2020-04-10 06:00:00",1,294.6,380,0,3.8e-05,91.4,1.1899999,3.4499998,0.014579999,100521.43,72
"2020-04-10 12:00:00",1,292.5,376,5,8e-06,79.200005,-3.1499999,0,0.01105,100807.836,79
"2020-04-10 18:00:00",1,290.1,376,323,1.7e-05,67.9,-4.3399997,-0.63,0.00803,101076.18,87
"2020-04-11 00:00:00",1,288,375,125,0.000126,94.200005,-2.77,-0.34,0.009819999,101075.34,88
"2020-04-11 06:00:00",1,287.4,365,0,0.000191,97.200005,-1.38,-1.1999999,0.00974,101141.15,84
"2020-04-11 12:00:00",1,287.80002,363,3,0.000126,95.8,-1.91,-1.65,0.00986,101173.62,91
"2020-04-11 18:00:00",1,295,377,290,7.2e-05,75.6,-0.04,-4.49,0.01219,101064.85,90
"2020-04-12 00:00:00",1,292.30002,393,240,9.8e-05,96,-0.34,-2.83,0.01322,100881.19,96
"2020-04-12 06:00:00",1,293.1,383,0,6.4e-05,96.4,3.31,-3.34,0.013979999,100516.22,97
"2020-04-12 12:00:00",1,293.1,392,0,0.000607,95.4,4.13,-1.14,0.01387,100560.02,98
"2020-04-12 18:00:00",1,300.5,413,410,0.000274,76.6,6.22,6.69,0.01738,100491.805,65
"2020-04-13 00:00:00",1,297.30002,424,344,0.000208,93,3.9299998,4.5299997,0.017439999,100370.74,66
"2020-04-13 06:00:00",1,292.2,399,0,3.1e-05,86.1,1.61,2.81,0.01179,100651.32,90
"2020-04-13 12:00:00",1,290.2,336,8,0,94.200005,-1.26,1.55,0.01134,100933.57,41
"2020-04-13 18:00:00",1,301.7,355,654,0,45,-0.78,-0.22999999,0.01088,101098.84,71
"2020-04-14 00:00:00",1,295.30002,371,512,0,67.200005,-0.53999996,-3.9299998,0.0111299995,101126.18,65
"2020-04-14 06:00:00",1,292.4,368,0,0,87.200005,-0.38,-2.23,0.01201,101286.625,97
"2020-04-14 12:00:00",1,292.5,363,9,1e-06,92.200005,-0.29,-1.9699999,0.01277,101295.42,78
"2020-04-14 18:00:00",1,300.9,389,549,6.2e-05,57.7,2.4299998,1.35,0.01332,101275.15,84
"2020-04-15 00:00:00",1,295.7,402,266,0.00014,82.6,1.3299999,1.5999999,0.013909999,101208.375,98
"2020-04-15 06:00:00",1,293.30002,382,0,2e-06,87.4,2.07,1.42,0.012739999,101150.42,98
"2020-04-15 12:00:00",1,292.30002,356,10,0,88.8,1.74,1.8299999,0.01222,101058.96,36
"2020-04-15 18:00:00",1,301.1,375,678,3.2e-05,53.7,3.3999999,6.94,0.0126,100823.836,11
"2020-04-16 00:00:00",1,290.2,379,413,0.000156,54.8,-4.62,2.71,0.0066,101126.73,46
"2020-04-16 06:00:00",1,283.80002,276,0,0,51.100002,-4.91,1.61,0.00402,101621.54,1
"2020-04-16 12:00:00",1,280.9,252,12,0,63.5,-3.79,0.42999998,0.00411,101890.94,0
"2020-04-16 18:00:00",1,292.5,274,751,0,40.4,-2.3999999,-2.6699998,0.00556,101950.54,2
"2020-04-17 00:00:00",1,289.2,303,568,0,56.8,-1.4,-3.07,0.00634,102017.81,4
"2020-04-17 06:00:00",1,285.5,292,0,0,76.1,-0.95,-2.4299998,0.00665,102241.14,2
"2020-04-17 12:00:00",1,286.5,301,12,0,72.5,-1.38,-2.29,0.00678,102339.79,48
"2020-04-17 18:00:00",1,296.6,319,723,0,44.5,0.47,-4.21,0.00783,102314.63,3
"2020-04-18 00:00:00",1,292.4,349,503,0,63.9,0.17999999,-3.73,0.00875,102249.9,19
"2020-04-18 06:00:00",1,288.9,325,0,0,81.3,0.7,-2.24,0.00889,102242.37,15
"2020-04-18 12:00:00",1,289.80002,323,10,0,81.700005,0.38,-2.21,0.00945,102257.93,44
"2020-04-18 18:00:00",1,298.2,365,579,0,51.3,1.42,-4.17,0.00999,102131.766,71
"2020-04-19 00:00:00",1,294.93,373,478,0,66.8,1.61,-3.76,0.0106999995,101941.65,41
"2020-04-19 06:00:00",1,291.6,346,0,0,89.4,2.4299998,-1.89,0.01167,101785.39,14
"2020-04-19 12:00:00",1,292.30002,352,11,0,94,2.86,-0.44,0.012809999,101624.5,11
"2020-04-19 18:00:00",1,302.1,383,596,2.6e-05,50,3.27,3.4099998,0.012379999,101331.22,24
"2020-04-20 00:00:00",1,295.7,386,500,0.000204,85.200005,0.79999995,2.57,0.014389999,101153.12,55
"2020-04-20 06:00:00",1,292.80002,366,0,2e-06,96.4,0.37,3.07,0.0137,101050.695,32
"2020-04-20 12:00:00",1,293,370,7,5e-06,94.6,-1.8299999,1.25,0.01354,101096.46,38
"2020-04-20 18:00:00",1,300.1,402,465,7e-06,53.9,-1.87,-0.96,0.011849999,101108.62,67
"2020-04-21 00:00:00",1,294.6,383,430,2e-06,66.700005,-1.43,-4.73,0.01059,101139.6,32
"2020-04-21 06:00:00",1,290.5,337,0,0,78.4,-1.65,-3,0.009579999,101376.055,4
"2020-04-21 12:00:00",1,290.2,327,13,0,83.5,-1.4699999,-2.34,0.010009999,101462.48,4
"2020-04-05 12:00:00",2,292,9.999e+20,9.999e+20,9.999e+20,74.8,-0.35999998,-0.42,0.010079999,101202.15,9.999e+20
"2020-04-05 18:00:00",2,296.30002,380,256,6.9e-05,62.5,2.36,-0.91999996,0.01083,101304.54,77
"2020-04-06 00:00:00",2,292.2,379,264,5.5e-05,84.1,0.61,-2.86,0.01144,101334.52,60
"2020-04-06 06:00:00",2,289.1,347,0,0,96.700005,1.38,-0.59999996,0.01077,101448.516,20
"2020-04-06 12:00:00",2,289.6,333,10,0,95.200005,-0.83,-1.14,0.01098,101490.67,1
"2020-04-06 18:00:00",2,300.4,359,644,4e-06,44.8,1.22,-2.54,0.01002,101430.836,9
"2020-04-07 00:00:00",2,295.7,389,413,8e-06,61.100002,1.09,-2.4199998,0.01035,101385.76,37
"2020-04-07 06:00:00",2,291.30002,362,0,0,82.700005,2.46,-0.76,0.010609999,101507.95,44
"2020-04-07 12:00:00",2,290.7,346,7,0,88.4,1.9399999,0.39999998,0.0109399995,101496.055,54
"2020-04-07 18:00:00",2,302.5,375,627,3e-06,42,2.47,1.35,0.010679999,101247.5,21
"2020-04-08 00:00:00",2,295.1,406,354,7e-05,81.5,-1.13,0.52,0.013289999,101075.94,60
"2020-04-08 06:00:00",2,292.5,383,0,1e-06,93.700005,0.79999995,2.1499999,0.01306,100886.96,46
"2020-04-08 12:00:00",2,292.5,363,7,9e-06,96.5,0.82,2.84,0.01349,100830.016,6
"2020-04-08 18:00:00",2,302.9,408,496,1.8e-05,51.9,-2.27,4.27,0.01354,100756.555,53
"2020-04-09 00:00:00",2,299,396,521,1e-06,61.9,0.34,2.7,0.01286,100581.81,20
"2020-04-09 06:00:00",2,294.30002,371,0,0,92.4,1.04,2.82,0.014459999,100609.96,1
"2020-04-09 12:00:00",2,293,360,8,0,94.1,-1.17,1.5999999,0.01353,100706.67,3
"2020-04-09 18:00:00",2,305.30002,376,684,0,32.4,-0.81,4.52,0.009769999,100495.45,3
"2020-04-10 00:00:00",2,298.6,409,366,0,53.5,-0.71,2.1399999,0.0109,100474.15,58
"2020-04-10 06:00:00",2,294.5,376,0,0,88,0.94,2.3899999,0.01395,100540.46,62
"2020-04-10 12:00:00",2,293.80002,386,6,8.4e-05,95.9,-0.29999998,1.88,0.01454,100776.46,88
"2020-04-10 18:00:00",2,296.9,404,325,3.3e-05,73.8,-1.64,-1.4399999,0.0134499995,100796.43,89
"2020-04-11 00:00:00",2,292,406,159,0.000387,94.200005,-1.77,-2.96,0.012739999,100977.89,98
"2020-04-11 06:00:00",2,291.5,380,0,2.8e-05,98.4,1.22,-2.21,0.012879999,100869.43,77
"2020-04-11 12:00:00",2,292.7,385,6,1.1e-05,98.8,2.06,0.22999999,0.013979999,100688.32,92
"2020-04-11 18:00:00",2,305,382,667,0,37.5,6.0899997,3.9599998,0.01108,100330.695,35
"2020-04-12 00:00:00",2,300,397,500,0,56.8,4.83,3.85,0.01256,100193.62,65
"2020-04-12 06:00:00",2,297.30002,383,0,0,84.1,5.71,4.67,0.01581,100174.08,67
"2020-04-12 12:00:00",2,297.1,420,1,0.000285,90.700005,7.22,5.21,0.0169,100010.94,73
"2020-04-12 18:00:00",2,298.5,421,359,0.000631,75.700005,2.4199998,6.87,0.01524,100193.25,75
"2020-04-13 00:00:00",2,294.80002,366,513,0,63.3,-4.9,3.76,0.01021,100656.62,10
"2020-04-13 06:00:00",2,288.2,325,0,0,74.9,-3.75,-0.41,0.00787,101389.12,13
"2020-04-13 12:00:00",2,285.6,293,10,0,79.1,-3.6399999,-1.9499999,0.00702,101776.586,3
"2020-04-13 18:00:00",2,292.91,335,543,2e-06,56.7,-2.85,-4.73,0.00803,102006.12,45
"2020-04-14 00:00:00",2,290.68,352,435,1e-06,72,-1.9399999,-3.47,0.0088599995,101929.23,47
"2020-04-14 06:00:00",2,289.1,355,0,1e-06,86.5,-1.9399999,-1.9699999,0.00961,101999.11,74
"2020-04-14 12:00:00",2,290.6,345,9,0,92.6,-0.59999996,-2.34,0.01134,101876.46,82
"2020-04-14 18:00:00",2,299.81,369,620,8e-06,52.600002,2.98,-3.1799998,0.01134,101752.44,59
"2020-04-15 00:00:00",2,296.37,395,401,2.2e-05,74.1,2.69,-3.23,0.013049999,101396.78,72
"2020-04-15 06:00:00",2,293.56952,388,0,0.000179,94.700005,2.8999999,0.24,0.01411,101406.62,98
"2020-04-15 12:00:00",2,293.2,371,10,0,96.4,2.12,1.05,0.013929999,101295.85,69
"2020-04-15 18:00:00",2,302.84,385,647,0,45.7,3.1499999,5.21,0.01184,101315.67,57
"2020-04-16 00:00:00",2,297.99,406,350,2e-06,63.100002,1.37,3.33,0.012259999,101327.02,93
"2020-04-16 06:00:00",2,294,381,0,1e-06,91.700005,0.53999996,1.93,0.01394,101353.68,97
"2020-04-16 12:00:00",2,292.5,361,10,1e-06,93.3,-2.5,-0.42999998,0.01294,101442.76,41
"2020-04-16 18:00:00",2,301.2,356,718,0,42.7,-1.7099999,-2.19,0.010009999,101600.875,3
"2020-04-17 00:00:00",2,295.62,356,556,0,61.2,-0.42999998,-4.3199997,0.01026,101739.055,2
"2020-04-17 06:00:00",2,291.2,337,0,0,83.3,-0.17,-2.28,0.01058,101825.81,7
"2020-04-17 12:00:00",2,291.7,335,11,0,88.8,-0.01,-2.6299999,0.011659999,101909.49,0
"2020-04-17 18:00:00",2,302.1,358,720,0,45,2.08,-3.1299999,0.0111,101823.98,1
"2020-04-18 00:00:00",2,297.9,378,540,0,63.5,1.88,-3.77,0.01224,101583.03,7
"2020-04-18 06:00:00",2,293.9,363,0,0,92.9,2.59,-1.8499999,0.01401,101803.984,3
"2020-04-18 12:00:00",2,293.80002,354,10,0,94.200005,3.49,-1.0699999,0.01419,101507.555,22
"2020-04-18 18:00:00",2,302.2,385,662,4.3e-05,54.7,4.3199997,1.68,0.01361,101539.24,36
"2020-04-19 00:00:00",2,296.2,396,456,0.000363,86.6,1.12,1.9399999,0.015129999,101262.414,82
"2020-04-19 06:00:00",2,294.30002,390,0,6e-06,95.5,1.99,1.41,0.01474,101388.02,82
"2020-04-19 12:00:00",2,293.7,369,10,9e-05,97.8,0.39999998,2.23,0.01457,101312.805,35
"2020-04-19 18:00:00",2,297.30002,393,534,0.000102,73.8,-3.46,0.07,0.01378,101396.66,40
"2020-04-20 00:00:00",2,290.5,398,241,8.6e-05,88.5,-4.14,-3.12,0.010849999,101606.18,91
"2020-04-20 06:00:00",2,288.5,383,0,2.9e-05,91.700005,-3.5,-1.55,0.00987,101435.29,95
"2020-04-20 12:00:00",2,287.6,379,2,2.8e-05,93,-4.0699997,-0.93,0.00942,101773.1,84
"2020-04-20 18:00:00",2,296.4,368,497,4e-06,57.100002,-2.44,-1.79,0.01,101656.664,61
"2020-04-21 00:00:00",2,293.4,374,457,0,69.5,-1.3399999,-3.27,0.01014,101566.89,41
"2020-04-21 06:00:00",2,289.4,346,0,0,86.1,-1.42,-1.8199999,0.00979,101710.15,66
"2020-04-21 12:00:00",2,289.1,333,12,0,77.5,-2.01,-1.78,0.00866,101726.9,77
"2020-04-05 12:00:00",3,292.1,9.999e+20,9.999e+20,9.999e+20,84.9,-0.22,-0.5,0.01151,101162.72,9.999e+20
"2020-04-05 18:00:00",3,296.4,384,303,0.000148,64.700005,1.68,-1.64,0.01132,101261.19,85
"2020-04-06 00:00:00",3,292.80002,378,374,5.6e-05,77.3,0.62,-2.98,0.01091,101297.5,52
"2020-04-06 06:00:00",3,288.80002,359,0,0,96.8,0.91999996,-0.31,0.0106,101412.93,43
"2020-04-06 12:00:00",3,289.6,334,10,0,95.5,-1.64,-1,0.010989999,101499.89,1
"2020-04-06 18:00:00",3,300.2,359,664,1.8e-05,45.4,1.13,-2.7,0.010059999,101382.09,5
"2020-04-07 00:00:00",3,294.80002,381,394,1.8e-05,64.4,1.3,-1.9,0.01033,101391.46,30
"2020-04-07 06:00:00",3,290.7,354,0,0,85.4,2.1399999,-0.68,0.01053,101484.49,22
"2020-04-07 12:00:00",3,290.4,341,7,0,88.3,1.76,0.48,0.01074,101485.484,5
"2020-04-07 18:00:00",3,302.2,374,622,1e-06,42.4,1.3299999,1.8199999,0.0106,101314.35,23
"2020-04-08 00:00:00",3,296,407,350,1.3e-05,71.200005,-0.06,1.31,0.01231,101076.01,58
"2020-04-08 06:00:00",3,292,370,0,0,88.5,0.12,2.4199998,0.011969999,101012.21,14
"2020-04-08 12:00:00",3,291.30002,350,7,0,95.6,0.71,1.99,0.012379999,100972.21,1
