"forecast.date","ensembles","tmp2m","dlwrfsfc","dswrfsfc","pratesfc","rh2m","vgrd10m","ugrd10m","spfh2m","pressfc","tcdcclm"
"2020-04-08 18:00:00",1,302.9,9.999e+20,9.999e+20,9.999e+20,56.8,-0.13,3.87,0.01483,100847.95,9.999e+20
"2020-04-09 00:00:00",1,297.1,402,492,0.000405,88.8,0.53,2.8,0.01642,100738.055,25
"2020-04-09 06:00:00",1,294.4,381,0,2e-06,96.1,1.9699999,4.2999997,0.0150999995,100589.83,13
"2020-04-09 12:00:00",1,295.4,411,2,1.8e-05,93.5,-0.21,3.77,0.0156,100615.62,76
"2020-04-09 18:00:00",1,305.30002,389,662,1e-06,35.3,-0.58,5.48,0.01062,100425.05,21
"2020-04-10 00:00:00",1,300,392,531,0,54.5,1.3,3.24,0.01208,100284.39,14
"2020-04-10 06:00:00",1,294.5,376,0,1.6e-05,92.5,0.02,2.74,0.0146699995,100511.81,70
"2020-04-10 12:00:00",1,290.9,370,4,0,42.4,-4.3399997,-0.39999998,0.00536,100765.766,91
"2020-04-10 18:00:00",1,285.80002,355,244,0.000177,86.4,-3.11,0.17999999,0.00783,101134.73,82
"2020-04-11 00:00:00",1,285.9,344,104,8.9e-05,81.200005,-0.48999998,0.75,0.00738,101127.27,94
"2020-04-11 06:00:00",1,283,293,0,0,66.200005,-2.34,0.08,0.0049699997,101304.56,83
"2020-04-11 12:00:00",1,282.30002,269,9,0,64.9,-2.3999999,-0.32,0.00462,101431.35,50
"2020-04-11 18:00:00",1,298.2,304,724,0,35.4,2.04,-2.1699998,0.00695,101365.125,0
"2020-04-12 00:00:00",1,294.1,344,547,0,62.100002,1.41,-3.36,0.0095,101203.35,5
"2020-04-12 06:00:00",1,291.7,352,0,1.9e-05,88.9,2.57,-2.76,0.011729999,101187.164,44
"2020-04-12 12:00:00",1,292.7,389,3,5.4e-05,95.1,3.37,-2.4199998,0.013409999,101116.91,95
"2020-04-12 18:00:00",1,301.1,415,324,1.6e-05,61,6.8399997,-1.36,0.014359999,100836.91,88
"2020-04-13 00:00:00",1,297.30002,408,295,0.000337,78.4,5.2999997,0.75,0.014719999,100635.83,89
"2020-04-13 06:00:00",1,297.30002,384,0,4e-06,81.1,6.42,3.1299999,0.01517,100689.766,20
"2020-04-13 12:00:00",1,295.2,413,0,0.00078,96.4,0.87,2.1599998,0.01592,100942.586,90
"2020-04-13 18:00:00",1,304,406,469,4.2e-05,52,0.79999995,-0.42999998,0.01433,101017.15,49
"2020-04-14 00:00:00",1,296.80002,410,500,0.000321,87.8,1.4599999,-1.17,0.015859999,101025.74,19
"2020-04-14 06:00:00",1,293.9,377,0,0.000116,98.4,1.31,-1.41,0.014889999,101165.195,15
"2020-04-14 12:00:00",1,294.4,387,5,9e-06,96.700005,-0.049999997,-1.9799999,0.01514,101179.64,54
"2020-04-14 18:00:00",1,300,418,318,0.000263,79,2.9099998,2.4299998,0.01733,101150.76,74
"2020-04-15 00:00:00",1,297.9,403,511,0.000195,83.3,2.37,2.35,0.01612,100914.555,53
"2020-04-15 06:00:00",1,294.9,380,0,1e-06,97.4,2.9399998,1.77,0.01575,100935.484,53
